cheque_number,account_number,status,payee_name,amount_limit
001109,9000010011,ISSUED,Kwame Johnson,500000.0
001110,9000010011,ISSUED,Beacon Partners,500000.0
001111,9000010011,ISSUED,Kwame Johnson,500000.0
001112,9000010011,ISSUED,Kwame Silva,500000.0
001113,9000010011,ISSUED,Grace Rossi,500000.0
001114,9000010011,ISSUED,Grace Rossi,500000.0
001115,9000010011,ISSUED,Kwame Silva,500000.0
001116,9000010011,ISSUED,Kwame Silva,500000.0
001117,9000010011,ISSUED,Beacon Partners,500000.0
001118,9000010011,ISSUED,Grace Rossi,500000.0
001119,9000010011,ISSUED,Kwame Johnson,500000.0
001120,9000010011,ISSUED,Kwame Silva,500000.0
001121,9000010011,ISSUED,Kwame Silva,500000.0
001122,9000010011,ISSUED,Beacon Partners,500000.0
001123,9000010011,ISSUED,Kwame Silva,500000.0
001124,9000010011,ISSUED,Grace Rossi,500000.0
001125,9000010011,ISSUED,Grace Rossi,500000.0
001126,9000010011,ISSUED,Grace Rossi,500000.0
001127,9000010011,ISSUED,Kwame Silva,500000.0
001128,9000010011,ISSUED,Grace Rossi,500000.0
001129,9000010011,ISSUED,Beacon Partners,500000.0
001130,9000010011,ISSUED,Kwame Johnson,500000.0
001131,9000010011,ISSUED,Grace Rossi,500000.0
001132,9000010011,ISSUED,Kwame Johnson,500000.0
001133,9000010011,ISSUED,Kwame Silva,500000.0
001134,9000010011,ISSUED,Beacon Partners,500000.0
001135,9000010011,ISSUED,Beacon Partners,500000.0
001136,9000010011,ISSUED,Beacon Partners,500000.0
001137,9000010011,ISSUED,Kwame Johnson,500000.0
001138,9000010011,ISSUED,Kwame Johnson,500000.0
001139,9000010011,ISSUED,Kwame Johnson,500000.0
001140,9000010011,ISSUED,Beacon Partners,500000.0
001141,9000010011,ISSUED,Kwame Johnson,500000.0
001142,9000010011,ISSUED,Grace Rossi,500000.0
001143,9000010011,ISSUED,Beacon Partners,500000.0
001144,9000010011,ISSUED,Kwame Johnson,500000.0
001145,9000010011,ISSUED,Kwame Silva,500000.0
001146,9000010011,ISSUED,Kwame Johnson,500000.0
001147,9000010011,ISSUED,Kwame Johnson,500000.0
001148,9000010011,ISSUED,Kwame Johnson,500000.0
001149,9000010011,ISSUED,Grace Rossi,500000.0
001200,9000010012,ISSUED,Willow Systems,500000.0
001201,9000010012,ISSUED,Willow Traders,500000.0
001202,9000010012,ISSUED,Willow Traders,500000.0
001203,9000010012,ISSUED,Willow Traders,500000.0
001204,9000010012,ISSUED,Nora Silva,500000.0
001205,9000010012,ISSUED,Summit Supplies,500000.0
001206,9000010012,ISSUED,Willow Systems,500000.0
001207,9000010012,ISSUED,Nora Silva,500000.0
001208,9000010012,ISSUED,Summit Supplies,500000.0
001209,9000010012,ISSUED,Willow Systems,500000.0
001210,9000010012,ISSUED,Nora Silva,500000.0
001211,9000010012,ISSUED,Nora Silva,500000.0
001212,9000010012,ISSUED,Summit Supplies,500000.0
001213,9000010012,ISSUED,Nora Silva,500000.0
001214,9000010012,ISSUED,Willow Traders,500000.0
001215,9000010012,ISSUED,Willow Systems,500000.0
001216,9000010012,ISSUED,Summit Supplies,500000.0
001217,9000010012,ISSUED,Willow Traders,500000.0
001218,9000010012,ISSUED,Nora Silva,500000.0
001219,9000010012,ISSUED,Willow Traders,500000.0
001220,9000010012,ISSUED,Summit Supplies,500000.0
001221,9000010012,ISSUED,Willow Traders,500000.0
001222,9000010012,ISSUED,Nora Silva,500000.0
001223,9000010012,ISSUED,Willow Traders,500000.0
001224,9000010012,ISSUED,Nora Silva,500000.0
001225,9000010012,ISSUED,Summit Supplies,500000.0
001226,9000010012,ISSUED,Willow Systems,500000.0
001227,9000010012,ISSUED,Nora Silva,500000.0
001228,9000010012,ISSUED,Nora Silva,500000.0
001229,9000010012,ISSUED,Willow Traders,500000.0
001230,9000010012,ISSUED,Nora Silva,500000.0
001231,9000010012,ISSUED,Nora Silva,500000.0
001232,9000010012,ISSUED,Willow Traders,500000.0
001233,9000010012,ISSUED,Willow Traders,500000.0
001234,9000010012,ISSUED,Summit Supplies,500000.0
001235,9000010012,ISSUED,Nora Silva,500000.0
001236,9000010012,ISSUED,Nora Silva,500000.0
001237,9000010012,ISSUED,Nora Silva,500000.0
001238,9000010012,ISSUED,Nora Silva,500000.0
001239,9000010012,ISSUED,Willow Traders,500000.0
001240,9000010012,ISSUED,Willow Traders,500000.0
001241,9000010012,ISSUED,Nora Silva,500000.0
001242,9000010012,ISSUED,Willow Systems,500000.0
001243,9000010012,ISSUED,Summit Supplies,500000.0
001244,9000010012,ISSUED,Summit Supplies,500000.0
001245,9000010012,ISSUED,Willow Systems,500000.0
001246,9000010012,ISSUED,Willow Systems,500000.0
001247,9000010012,ISSUED,Willow Traders,500000.0
001248,9000010012,ISSUED,Willow Systems,500000.0
001249,9000010012,ISSUED,Willow Systems,500000.0
001300,9000010013,ISSUED,Sofia Ahmed,500000.0
001301,9000010013,ISSUED,Nora Silva,500000.0
001302,9000010013,ISSUED,Grace Rossi,500000.0
001303,9000010013,ISSUED,Grace Rossi,500000.0
001304,9000010013,ISSUED,Sofia Ahmed,500000.0
001305,9000010013,ISSUED,Sofia Ahmed,500000.0
001306,9000010013,ISSUED,Sofia Ahmed,500000.0
001307,9000010013,ISSUED,Sofia Ahmed,500000.0
001308,9000010013,ISSUED,Sofia Ahmed,500000.0
001309,9000010013,ISSUED,Sofia Ahmed,500000.0
001310,9000010013,ISSUED,Nora Silva,500000.0
001311,9000010013,ISSUED,Nora Silva,500000.0
001312,9000010013,ISSUED,Cedar Imports,500000.0
001313,9000010013,ISSUED,Grace Rossi,500000.0
001314,9000010013,ISSUED,Grace Rossi,500000.0
001315,9000010013,ISSUED,Sofia Ahmed,500000.0
001316,9000010013,ISSUED,Nora Silva,500000.0
001317,9000010013,ISSUED,Cedar Imports,500000.0
001318,9000010013,ISSUED,Nora Silva,500000.0
001319,9000010013,ISSUED,Nora Silva,500000.0
001320,9000010013,ISSUED,Nora Silva,500000.0
001321,9000010013,ISSUED,Cedar Imports,500000.0
001322,9000010013,ISSUED,Grace Rossi,500000.0
001323,9000010013,ISSUED,Sofia Ahmed,500000.0
001324,9000010013,ISSUED,Grace Rossi,500000.0
001325,9000010013,ISSUED,Grace Rossi,500000.0
001326,9000010013,ISSUED,Sofia Ahmed,500000.0
001327,9000010013,ISSUED,Nora Silva,500000.0
001328,9000010013,ISSUED,Cedar Imports,500000.0
001329,9000010013,ISSUED,Cedar Imports,500000.0
001330,9000010013,ISSUED,Sofia Ahmed,500000.0
001331,9000010013,ISSUED,Cedar Imports,500000.0
001332,9000010013,ISSUED,Grace Rossi,500000.0
001333,9000010013,ISSUED,Sofia Ahmed,500000.0
001334,9000010013,ISSUED,Cedar Imports,500000.0
001335,9000010013,ISSUED,Nora Silva,500000.0
001336,9000010013,ISSUED,Cedar Imports,500000.0
001337,9000010013,ISSUED,Nora Silva,500000.0
001338,9000010013,ISSUED,Nora Silva,500000.0
001339,9000010013,ISSUED,Grace Rossi,500000.0
001340,9000010013,ISSUED,Grace Rossi,500000.0
001341,9000010013,ISSUED,Sofia Ahmed,500000.0
001342,9000010013,ISSUED,Sofia Ahmed,500000.0
001343,9000010013,ISSUED,Cedar Imports,500000.0
001344,9000010013,ISSUED,Sofia Ahmed,500000.0
001345,9000010013,ISSUED,Sofia Ahmed,500000.0
001346,9000010013,ISSUED,Grace Rossi,500000.0
001347,9000010013,ISSUED,Cedar Imports,500000.0
001348,9000010013,ISSUED,Grace Rossi,500000.0
001349,9000010013,ISSUED,Sofia Ahmed,500000.0
001400,9000010014,ISSUED,Foundry Systems,500000.0
001401,9000010014,ISSUED,Ingrid Reyes,500000.0
001402,9000010014,ISSUED,Ingrid Reyes,500000.0
001403,9000010014,ISSUED,Foundry Supplies,500000.0
001404,9000010014,ISSUED,Ingrid Reyes,500000.0
001405,9000010014,ISSUED,Foundry Supplies,500000.0
001406,9000010014,ISSUED,Ingrid Reyes,500000.0
001407,9000010014,ISSUED,Ingrid Reyes,500000.0
001408,9000010014,ISSUED,Ingrid Reyes,500000.0
001409,9000010014,ISSUED,Sanjay Garcia,500000.0
001410,9000010014,ISSUED,Sanjay Garcia,500000.0
001411,9000010014,ISSUED,Ingrid Reyes,500000.0
001412,9000010014,ISSUED,Foundry Supplies,500000.0
001413,9000010014,ISSUED,Foundry Systems,500000.0
001414,9000010014,ISSUED,Foundry Systems,500000.0
001415,9000010014,ISSUED,Foundry Supplies,500000.0
001416,9000010014,ISSUED,Ingrid Reyes,500000.0
001417,9000010014,ISSUED,Sanjay Garcia,500000.0
001418,9000010014,ISSUED,Sanjay Garcia,500000.0
001419,9000010014,ISSUED,Foundry Supplies,500000.0
001420,9000010014,ISSUED,Ingrid Reyes,500000.0
001421,9000010014,ISSUED,Sanjay Garcia,500000.0
001422,9000010014,ISSUED,Sanjay Garcia,500000.0
001423,9000010014,ISSUED,Ingrid Reyes,500000.0
001424,9000010014,ISSUED,Sanjay Garcia,500000.0
001425,9000010014,ISSUED,Foundry Supplies,500000.0
001426,9000010014,ISSUED,Ingrid Reyes,500000.0
001427,9000010014,ISSUED,Foundry Supplies,500000.0
001428,9000010014,ISSUED,Sanjay Garcia,500000.0
001429,9000010014,ISSUED,Sanjay Garcia,500000.0
001430,9000010014,ISSUED,Sanjay Garcia,500000.0
001431,9000010014,ISSUED,Foundry Supplies,500000.0
001432,9000010014,ISSUED,Sanjay Garcia,500000.0
001433,9000010014,ISSUED,Sanjay Garcia,500000.0
001434,9000010014,ISSUED,Ingrid Reyes,500000.0
001435,9000010014,ISSUED,Foundry Systems,500000.0
001436,9000010014,ISSUED,Sanjay Garcia,500000.0
001437,9000010014,ISSUED,Foundry Supplies,500000.0
001438,9000010014,ISSUED,Ingrid Reyes,500000.0
001439,9000010014,ISSUED,Sanjay Garcia,500000.0
001440,9000010014,ISSUED,Foundry Supplies,500000.0
001441,9000010014,ISSUED,Foundry Systems,500000.0
001442,9000010014,ISSUED,Foundry Systems,500000.0
001443,9000010014,ISSUED,Foundry Supplies,500000.0
001444,9000010014,ISSUED,Ingrid Reyes,500000.0
001445,9000010014,ISSUED,Foundry Supplies,500000.0
001446,9000010014,ISSUED,Foundry Supplies,500000.0
001447,9000010014,ISSUED,Foundry Supplies,500000.0
001448,9000010014,ISSUED,Ingrid Reyes,500000.0
001449,9000010014,ISSUED,Foundry Systems,500000.0
001500,9000010015,ISSUED,Foundry Systems,500000.0
001501,9000010015,ISSUED,Omar Novak,500000.0
001502,9000010015,ISSUED,Foundry Systems,500000.0
001503,9000010015,ISSUED,Foundry Systems,500000.0
001504,9000010015,ISSUED,Omar Novak,500000.0
001505,9000010015,ISSUED,Cedar Imports,500000.0
001506,9000010015,ISSUED,Cedar Imports,500000.0
001507,9000010015,ISSUED,Ironwood Holdings,500000.0
001508,9000010015,ISSUED,Omar Novak,500000.0
001509,9000010015,ISSUED,Omar Novak,500000.0
001510,9000010015,ISSUED,Cedar Imports,500000.0
001511,9000010015,ISSUED,Cedar Imports,500000.0
001512,9000010015,ISSUED,Ironwood Holdings,500000.0
001513,9000010015,ISSUED,Omar Novak,500000.0
001514,9000010015,ISSUED,Omar Novak,500000.0
001515,9000010015,ISSUED,Foundry Systems,500000.0
001516,9000010015,ISSUED,Cedar Imports,500000.0
001517,9000010015,ISSUED,Foundry Systems,500000.0
001518,9000010015,ISSUED,Ironwood Holdings,500000.0
001519,9000010015,ISSUED,Cedar Imports,500000.0
001520,9000010015,ISSUED,Ironwood Holdings,500000.0
001521,9000010015,ISSUED,Ironwood Holdings,500000.0
001522,9000010015,ISSUED,Cedar Imports,500000.0
001523,9000010015,ISSUED,Omar Novak,500000.0
001524,9000010015,ISSUED,Ironwood Holdings,500000.0
001525,9000010015,ISSUED,Foundry Systems,500000.0
001526,9000010015,ISSUED,Foundry Systems,500000.0
001527,9000010015,ISSUED,Omar Novak,500000.0
001528,9000010015,ISSUED,Foundry Systems,500000.0
001529,9000010015,ISSUED,Foundry Systems,500000.0
001530,9000010015,ISSUED,Omar Novak,500000.0
001531,9000010015,ISSUED,Foundry Systems,500000.0
001532,9000010015,ISSUED,Omar Novak,500000.0
001533,9000010015,ISSUED,Cedar Imports,500000.0
001534,9000010015,ISSUED,Foundry Systems,500000.0
001535,9000010015,ISSUED,Ironwood Holdings,500000.0
001536,9000010015,ISSUED,Omar Novak,500000.0
001537,9000010015,ISSUED,Cedar Imports,500000.0
001538,9000010015,ISSUED,Foundry Systems,500000.0
001539,9000010015,ISSUED,Ironwood Holdings,500000.0
001540,9000010015,ISSUED,Foundry Systems,500000.0
001541,9000010015,ISSUED,Cedar Imports,500000.0
001542,9000010015,ISSUED,Ironwood Holdings,500000.0
001543,9000010015,ISSUED,Omar Novak,500000.0
001544,9000010015,ISSUED,Foundry Systems,500000.0
001545,9000010015,ISSUED,Omar Novak,500000.0
001546,9000010015,ISSUED,Cedar Imports,500000.0
001547,9000010015,ISSUED,Ironwood Holdings,500000.0
001548,9000010015,ISSUED,Cedar Imports,500000.0
001549,9000010015,ISSUED,Omar Novak,500000.0
001600,9000010016,ISSUED,Diego Okafor,500000.0
001601,9000010016,ISSUED,Cedar Imports,500000.0
001602,9000010016,ISSUED,Diego Okafor,500000.0
001603,9000010016,ISSUED,Cedar Imports,500000.0
001604,9000010016,ISSUED,Cedar Imports,500000.0
001605,9000010016,ISSUED,Grace Rossi,500000.0
001606,9000010016,ISSUED,Sofia Ahmed,500000.0
001607,9000010016,ISSUED,Grace Rossi,500000.0
001608,9000010016,ISSUED,Sofia Ahmed,500000.0
001609,9000010016,ISSUED,Sofia Ahmed,500000.0
001610,9000010016,ISSUED,Sofia Ahmed,500000.0
001611,9000010016,ISSUED,Diego Okafor,500000.0
001612,9000010016,ISSUED,Cedar Imports,500000.0
001613,9000010016,ISSUED,Cedar Imports,500000.0
001614,9000010016,ISSUED,Sofia Ahmed,500000.0
001615,9000010016,ISSUED,Diego Okafor,500000.0
001616,9000010016,ISSUED,Cedar Imports,500000.0
001617,9000010016,ISSUED,Sofia Ahmed,500000.0
001618,9000010016,ISSUED,Grace Rossi,500000.0
001619,9000010016,ISSUED,Sofia Ahmed,500000.0
001620,9000010016,ISSUED,Diego Okafor,500000.0
001621,9000010016,ISSUED,Cedar Imports,500000.0
001622,9000010016,ISSUED,Cedar Imports,500000.0
001623,9000010016,ISSUED,Cedar Imports,500000.0
001624,9000010016,ISSUED,Diego Okafor,500000.0
001625,9000010016,ISSUED,Cedar Imports,500000.0
001626,9000010016,ISSUED,Sofia Ahmed,500000.0
001627,9000010016,ISSUED,Cedar Imports,500000.0
001628,9000010016,ISSUED,Sofia Ahmed,500000.0
001629,9000010016,ISSUED,Diego Okafor,500000.0
001630,9000010016,ISSUED,Diego Okafor,500000.0
001631,9000010016,ISSUED,Cedar Imports,500000.0
001632,9000010016,ISSUED,Grace Rossi,500000.0
001633,9000010016,ISSUED,Diego Okafor,500000.0
001634,9000010016,ISSUED,Diego Okafor,500000.0
001635,9000010016,ISSUED,Diego Okafor,500000.0
001636,9000010016,ISSUED,Diego Okafor,500000.0
001637,9000010016,ISSUED,Diego Okafor,500000.0
001638,9000010016,ISSUED,Cedar Imports,500000.0
001639,9000010016,ISSUED,Sofia Ahmed,500000.0
001640,9000010016,ISSUED,Grace Rossi,500000.0
001641,9000010016,ISSUED,Grace Rossi,500000.0
001642,9000010016,ISSUED,Sofia Ahmed,500000.0
001643,9000010016,ISSUED,Grace Rossi,500000.0
001644,9000010016,ISSUED,Grace Rossi,500000.0
001645,9000010016,ISSUED,Grace Rossi,500000.0
001646,9000010016,ISSUED,Cedar Imports,500000.0
001647,9000010016,ISSUED,Cedar Imports,500000.0
001648,9000010016,ISSUED,Grace Rossi,500000.0
001649,9000010016,ISSUED,Cedar Imports,500000.0
001700,9000010017,ISSUED,Beacon Partners,500000.0
001701,9000010017,ISSUED,Sanjay Garcia,500000.0
001702,9000010017,ISSUED,Beacon Partners,500000.0
001703,9000010017,ISSUED,Beacon Partners,500000.0
001704,9000010017,ISSUED,Kwame Johnson,500000.0
001705,9000010017,ISSUED,Beacon Partners,500000.0
001706,9000010017,ISSUED,Sanjay Garcia,500000.0
001707,9000010017,ISSUED,Kwame Johnson,500000.0
001708,9000010017,ISSUED,Kwame Johnson,500000.0
001709,9000010017,ISSUED,Kwame Johnson,500000.0
001710,9000010017,ISSUED,Kwame Johnson,500000.0
001711,9000010017,ISSUED,Kwame Johnson,500000.0
001712,9000010017,ISSUED,Sanjay Garcia,500000.0
001713,9000010017,ISSUED,Cedar Imports,500000.0
001714,9000010017,ISSUED,Kwame Johnson,500000.0
001715,9000010017,ISSUED,Beacon Partners,500000.0
001716,9000010017,ISSUED,Kwame Johnson,500000.0
001717,9000010017,ISSUED,Cedar Imports,500000.0
001718,9000010017,ISSUED,Beacon Partners,500000.0
001719,9000010017,ISSUED,Sanjay Garcia,500000.0
001720,9000010017,ISSUED,Beacon Partners,500000.0
001721,9000010017,ISSUED,Beacon Partners,500000.0
001722,9000010017,ISSUED,Kwame Johnson,500000.0
001723,9000010017,ISSUED,Sanjay Garcia,500000.0
001724,9000010017,ISSUED,Beacon Partners,500000.0
001725,9000010017,ISSUED,Beacon Partners,500000.0
001726,9000010017,ISSUED,Beacon Partners,500000.0
001727,9000010017,ISSUED,Beacon Partners,500000.0
001728,9000010017,ISSUED,Sanjay Garcia,500000.0
001729,9000010017,ISSUED,Cedar Imports,500000.0
001730,9000010017,ISSUED,Beacon Partners,500000.0
001731,9000010017,ISSUED,Kwame Johnson,500000.0
001732,9000010017,ISSUED,Sanjay Garcia,500000.0
001733,9000010017,ISSUED,Cedar Imports,500000.0
001734,9000010017,ISSUED,Beacon Partners,500000.0
001735,9000010017,ISSUED,Sanjay Garcia,500000.0
001736,9000010017,ISSUED,Sanjay Garcia,500000.0
001737,9000010017,ISSUED,Cedar Imports,500000.0
001738,9000010017,ISSUED,Kwame Johnson,500000.0
001739,9000010017,ISSUED,Kwame Johnson,500000.0
001740,9000010017,ISSUED,Beacon Partners,500000.0
001741,9000010017,ISSUED,Beacon Partners,500000.0
001742,9000010017,ISSUED,Kwame Johnson,500000.0
001743,9000010017,ISSUED,Kwame Johnson,500000.0
001744,9000010017,ISSUED,Beacon Partners,500000.0
001745,9000010017,ISSUED,Beacon Partners,500000.0
001746,9000010017,ISSUED,Beacon Partners,500000.0
001747,9000010017,ISSUED,Cedar Imports,500000.0
001748,9000010017,ISSUED,Beacon Partners,500000.0
001749,9000010017,STOPPED,Kwame Johnson,500000.0
001800,9000010018,ISSUED,Bluepeak Distributors,500000.0
001801,9000010018,ISSUED,Nora Silva,500000.0
001802,9000010018,ISSUED,Bluepeak Distributors,500000.0
001803,9000010018,ISSUED,Ironwood Holdings,500000.0
001804,9000010018,ISSUED,Willow Holdings,500000.0
001805,9000010018,ISSUED,Bluepeak Distributors,500000.0
001806,9000010018,ISSUED,Nora Silva,500000.0
001807,9000010018,ISSUED,Nora Silva,500000.0
001808,9000010018,ISSUED,Nora Silva,500000.0
001809,9000010018,ISSUED,Bluepeak Distributors,500000.0
001810,9000010018,ISSUED,Bluepeak Distributors,500000.0
001811,9000010018,ISSUED,Nora Silva,500000.0
001812,9000010018,ISSUED,Bluepeak Distributors,500000.0
001813,9000010018,ISSUED,Willow Holdings,500000.0
001814,9000010018,ISSUED,Ironwood Holdings,500000.0
001815,9000010018,ISSUED,Bluepeak Distributors,500000.0
001816,9000010018,ISSUED,Bluepeak Distributors,500000.0
001817,9000010018,ISSUED,Nora Silva,500000.0
001818,9000010018,ISSUED,Bluepeak Distributors,500000.0
001819,9000010018,ISSUED,Nora Silva,500000.0
001820,9000010018,ISSUED,Ironwood Holdings,500000.0
001821,9000010018,ISSUED,Nora Silva,500000.0
001822,9000010018,ISSUED,Bluepeak Distributors,500000.0
001823,9000010018,ISSUED,Willow Holdings,500000.0
001824,9000010018,ISSUED,Willow Holdings,500000.0
001825,9000010018,ISSUED,Nora Silva,500000.0
001826,9000010018,ISSUED,Ironwood Holdings,500000.0
001827,9000010018,ISSUED,Bluepeak Distributors,500000.0
001828,9000010018,ISSUED,Bluepeak Distributors,500000.0
001829,9000010018,ISSUED,Bluepeak Distributors,500000.0
001830,9000010018,ISSUED,Bluepeak Distributors,500000.0
001831,9000010018,ISSUED,Willow Holdings,500000.0
001832,9000010018,ISSUED,Willow Holdings,500000.0
001833,9000010018,ISSUED,Willow Holdings,500000.0
001834,9000010018,ISSUED,Willow Holdings,500000.0
001835,9000010018,ISSUED,Ironwood Holdings,500000.0
001836,9000010018,ISSUED,Bluepeak Distributors,500000.0
001837,9000010018,ISSUED,Willow Holdings,500000.0
001838,9000010018,ISSUED,Ironwood Holdings,500000.0
001839,9000010018,ISSUED,Bluepeak Distributors,500000.0
001840,9000010018,ISSUED,Ironwood Holdings,500000.0
001841,9000010018,ISSUED,Willow Holdings,500000.0
001842,9000010018,ISSUED,Willow Holdings,500000.0
001843,9000010018,ISSUED,Bluepeak Distributors,500000.0
001844,9000010018,ISSUED,Bluepeak Distributors,500000.0
001845,9000010018,ISSUED,Nora Silva,500000.0
001846,9000010018,ISSUED,Ironwood Holdings,500000.0
001847,9000010018,ISSUED,Willow Holdings,500000.0
001848,9000010018,ISSUED,Willow Holdings,500000.0
001849,9000010018,ISSUED,Willow Holdings,500000.0
001900,9000010019,ISSUED,Willow Systems,500000.0
001901,9000010019,ISSUED,Willow Systems,500000.0
001902,9000010019,ISSUED,Willow Systems,500000.0
001903,9000010019,ISSUED,Maple Supplies,500000.0
001904,9000010019,ISSUED,Nora Silva,500000.0
001905,9000010019,ISSUED,Nora Silva,500000.0
001906,9000010019,ISSUED,Maple Supplies,500000.0
001907,9000010019,ISSUED,Nora Silva,500000.0
001908,9000010019,ISSUED,Nora Silva,500000.0
001909,9000010019,ISSUED,Willow Systems,500000.0
001910,9000010019,ISSUED,Nora Silva,500000.0
001911,9000010019,ISSUED,Bluepeak Distributors,500000.0
001912,9000010019,ISSUED,Willow Systems,500000.0
001913,9000010019,ISSUED,Nora Silva,500000.0
001914,9000010019,ISSUED,Bluepeak Distributors,500000.0
001915,9000010019,ISSUED,Willow Systems,500000.0
001916,9000010019,ISSUED,Nora Silva,500000.0
001917,9000010019,ISSUED,Nora Silva,500000.0
001918,9000010019,ISSUED,Nora Silva,500000.0
001919,9000010019,ISSUED,Willow Systems,500000.0
001920,9000010019,ISSUED,Nora Silva,500000.0
001921,9000010019,ISSUED,Willow Systems,500000.0
001922,9000010019,ISSUED,Willow Systems,500000.0
001923,9000010019,ISSUED,Bluepeak Distributors,500000.0
001924,9000010019,ISSUED,Willow Systems,500000.0
001925,9000010019,ISSUED,Nora Silva,500000.0
001926,9000010019,ISSUED,Nora Silva,500000.0
001927,9000010019,ISSUED,Willow Systems,500000.0
001928,9000010019,ISSUED,Bluepeak Distributors,500000.0
001929,9000010019,ISSUED,Nora Silva,500000.0
001930,9000010019,ISSUED,Bluepeak Distributors,500000.0
001931,9000010019,ISSUED,Willow Systems,500000.0
001932,9000010019,ISSUED,Maple Supplies,500000.0
001933,9000010019,ISSUED,Bluepeak Distributors,500000.0
001934,9000010019,ISSUED,Bluepeak Distributors,500000.0
001935,9000010019,ISSUED,Willow Systems,500000.0
001936,9000010019,ISSUED,Maple Supplies,500000.0
001937,9000010019,ISSUED,Bluepeak Distributors,500000.0
001938,9000010019,ISSUED,Nora Silva,500000.0
001939,9000010019,ISSUED,Willow Systems,500000.0
001940,9000010019,ISSUED,Maple Supplies,500000.0
001941,9000010019,ISSUED,Maple Supplies,500000.0
001942,9000010019,ISSUED,Bluepeak Distributors,500000.0
001943,9000010019,ISSUED,Maple Supplies,500000.0
001944,9000010019,ISSUED,Maple Supplies,500000.0
001945,9000010019,ISSUED,Maple Supplies,500000.0
001946,9000010019,ISSUED,Nora Silva,500000.0
001947,9000010019,ISSUED,Bluepeak Distributors,500000.0
001948,9000010019,ISSUED,Willow Systems,500000.0
001949,9000010019,ISSUED,Willow Systems,500000.0
002000,9000010020,ISSUED,Diego Okafor,500000.0
002001,9000010020,ISSUED,Ironwood Holdings,500000.0
002002,9000010020,ISSUED,Cedar Imports,500000.0
002003,9000010020,ISSUED,Bluepeak Distributors,500000.0
002004,9000010020,ISSUED,Diego Okafor,500000.0
002005,9000010020,ISSUED,Bluepeak Distributors,500000.0
002006,9000010020,ISSUED,Bluepeak Distributors,500000.0
002007,9000010020,ISSUED,Diego Okafor,500000.0
002008,9000010020,ISSUED,Cedar Imports,500000.0
002009,9000010020,ISSUED,Ironwood Holdings,500000.0
002010,9000010020,ISSUED,Bluepeak Distributors,500000.0
002011,9000010020,ISSUED,Bluepeak Distributors,500000.0
002012,9000010020,ISSUED,Bluepeak Distributors,500000.0
002013,9000010020,ISSUED,Cedar Imports,500000.0
002014,9000010020,ISSUED,Cedar Imports,500000.0
002015,9000010020,ISSUED,Ironwood Holdings,500000.0
002016,9000010020,ISSUED,Ironwood Holdings,500000.0
002017,9000010020,ISSUED,Diego Okafor,500000.0
002018,9000010020,ISSUED,Bluepeak Distributors,500000.0
002019,9000010020,ISSUED,Diego Okafor,500000.0
002020,9000010020,ISSUED,Bluepeak Distributors,500000.0
002021,9000010020,ISSUED,Ironwood Holdings,500000.0
002022,9000010020,ISSUED,Diego Okafor,500000.0
002023,9000010020,ISSUED,Bluepeak Distributors,500000.0
002024,9000010020,ISSUED,Bluepeak Distributors,500000.0
002025,9000010020,ISSUED,Cedar Imports,500000.0
002026,9000010020,ISSUED,Diego Okafor,500000.0
002027,9000010020,ISSUED,Ironwood Holdings,500000.0
002028,9000010020,ISSUED,Bluepeak Distributors,500000.0
002029,9000010020,ISSUED,Cedar Imports,500000.0
002030,9000010020,ISSUED,Ironwood Holdings,500000.0
002031,9000010020,ISSUED,Ironwood Holdings,500000.0
002032,9000010020,ISSUED,Ironwood Holdings,500000.0
002033,9000010020,ISSUED,Bluepeak Distributors,500000.0
002034,9000010020,ISSUED,Cedar Imports,500000.0
002035,9000010020,ISSUED,Diego Okafor,500000.0
002036,9000010020,ISSUED,Cedar Imports,500000.0
002037,9000010020,ISSUED,Diego Okafor,500000.0
002038,9000010020,ISSUED,Cedar Imports,500000.0
002039,9000010020,ISSUED,Bluepeak Distributors,500000.0
002040,9000010020,ISSUED,Cedar Imports,500000.0
002041,9000010020,ISSUED,Diego Okafor,500000.0
002042,9000010020,ISSUED,Cedar Imports,500000.0
002043,9000010020,ISSUED,Diego Okafor,500000.0
002044,9000010020,ISSUED,Cedar Imports,500000.0
002045,9000010020,ISSUED,Ironwood Holdings,500000.0
002046,9000010020,ISSUED,Diego Okafor,500000.0
002047,9000010020,STOPPED,Bluepeak Distributors,500000.0
002048,9000010020,ISSUED,Ironwood Holdings,500000.0
002049,9000010020,ISSUED,Ironwood Holdings,500000.0
002100,9000010021,ISSUED,Dara Reyes,500000.0
002101,9000010021,ISSUED,Willow Traders,500000.0
002102,9000010021,ISSUED,Ingrid Reyes,500000.0
002103,9000010021,ISSUED,Willow Traders,500000.0
002104,9000010021,ISSUED,Dara Reyes,500000.0
002105,9000010021,ISSUED,Willow Traders,500000.0
002106,9000010021,ISSUED,Willow Traders,500000.0
002107,9000010021,ISSUED,Ingrid Reyes,500000.0
002108,9000010021,ISSUED,Willow Traders,500000.0
002109,9000010021,ISSUED,Nora Silva,500000.0
002110,9000010021,ISSUED,Ingrid Reyes,500000.0
002111,9000010021,ISSUED,Ingrid Reyes,500000.0
002112,9000010021,ISSUED,Willow Traders,500000.0
002113,9000010021,ISSUED,Dara Reyes,500000.0
002114,9000010021,ISSUED,Nora Silva,500000.0
002115,9000010021,ISSUED,Dara Reyes,500000.0
002116,9000010021,ISSUED,Nora Silva,500000.0
